SUBASSEMBLY_ID,SUPERASSEMBLY_ID
PDB-CPX-132508,PDB-CPX-132263
PDB-CPX-132508,PDB-CPX-132264
PDB-CPX-132508,PDB-CPX-132265
PDB-CPX-132508,PDB-CPX-132266
PDB-CPX-132508,PDB-CPX-132267
PDB-CPX-132508,PDB-CPX-132268
PDB-CPX-132508,PDB-CPX-132270
PDB-CPX-132508,PDB-CPX-132271
PDB-CPX-132508,PDB-CPX-132272
PDB-CPX-132508,PDB-CPX-132273
PDB-CPX-132508,PDB-CPX-132274
PDB-CPX-132508,PDB-CPX-132275
PDB-CPX-132508,PDB-CPX-132276
PDB-CPX-132508,PDB-CPX-132277
PDB-CPX-132508,PDB-CPX-132278
PDB-CPX-132508,PDB-CPX-132279
PDB-CPX-132508,PDB-CPX-132280
PDB-CPX-132508,PDB-CPX-132281
PDB-CPX-132508,PDB-CPX-132283
PDB-CPX-132508,PDB-CPX-132284
PDB-CPX-132508,PDB-CPX-132285
PDB-CPX-132508,PDB-CPX-132286
PDB-CPX-132508,PDB-CPX-132287
PDB-CPX-132508,PDB-CPX-132288
PDB-CPX-132508,PDB-CPX-132289
PDB-CPX-132508,PDB-CPX-132290
PDB-CPX-132508,PDB-CPX-132291
PDB-CPX-132508,PDB-CPX-132292
PDB-CPX-132508,PDB-CPX-132293
PDB-CPX-132508,PDB-CPX-132294
PDB-CPX-132508,PDB-CPX-132295
PDB-CPX-132508,PDB-CPX-132296
PDB-CPX-132508,PDB-CPX-132297
PDB-CPX-132508,PDB-CPX-132298
PDB-CPX-132508,PDB-CPX-132299
PDB-CPX-132508,PDB-CPX-132300
PDB-CPX-132508,PDB-CPX-132301
PDB-CPX-132508,PDB-CPX-132302
PDB-CPX-132508,PDB-CPX-132303
PDB-CPX-132508,PDB-CPX-132304
PDB-CPX-132508,PDB-CPX-132305
PDB-CPX-132508,PDB-CPX-132306
PDB-CPX-132508,PDB-CPX-132307
PDB-CPX-132508,PDB-CPX-132308
PDB-CPX-132508,PDB-CPX-132309
PDB-CPX-132508,PDB-CPX-132310
PDB-CPX-132508,PDB-CPX-132311
PDB-CPX-132508,PDB-CPX-132312
PDB-CPX-132508,PDB-CPX-132313
PDB-CPX-132508,PDB-CPX-132314
PDB-CPX-132508,PDB-CPX-132315
PDB-CPX-132508,PDB-CPX-132316
PDB-CPX-132508,PDB-CPX-132317
PDB-CPX-132508,PDB-CPX-132318
PDB-CPX-132508,PDB-CPX-132319
PDB-CPX-132508,PDB-CPX-132320
PDB-CPX-132508,PDB-CPX-132321
PDB-CPX-132508,PDB-CPX-132322
PDB-CPX-132508,PDB-CPX-132323
PDB-CPX-132508,PDB-CPX-132324
PDB-CPX-132508,PDB-CPX-132325
PDB-CPX-132508,PDB-CPX-132326
PDB-CPX-132508,PDB-CPX-132327
PDB-CPX-132508,PDB-CPX-132328
PDB-CPX-132508,PDB-CPX-132329
PDB-CPX-132508,PDB-CPX-132330
PDB-CPX-132508,PDB-CPX-132331
PDB-CPX-132508,PDB-CPX-132332
PDB-CPX-132508,PDB-CPX-132333
PDB-CPX-132508,PDB-CPX-132334
PDB-CPX-132508,PDB-CPX-132335
PDB-CPX-132508,PDB-CPX-132336
PDB-CPX-132508,PDB-CPX-132337
PDB-CPX-132508,PDB-CPX-132338
PDB-CPX-132508,PDB-CPX-132339
PDB-CPX-132508,PDB-CPX-132340
PDB-CPX-132508,PDB-CPX-132341
PDB-CPX-132508,PDB-CPX-132342
PDB-CPX-132508,PDB-CPX-132343
PDB-CPX-132508,PDB-CPX-132344
PDB-CPX-132508,PDB-CPX-132345
PDB-CPX-132508,PDB-CPX-132346
PDB-CPX-132508,PDB-CPX-132347
PDB-CPX-132508,PDB-CPX-132349
PDB-CPX-132508,PDB-CPX-132350
PDB-CPX-132508,PDB-CPX-132351
PDB-CPX-132508,PDB-CPX-132352
PDB-CPX-132508,PDB-CPX-132353
PDB-CPX-132508,PDB-CPX-132354
PDB-CPX-132508,PDB-CPX-132355
PDB-CPX-132508,PDB-CPX-132356
PDB-CPX-132508,PDB-CPX-132357
PDB-CPX-132508,PDB-CPX-132358
PDB-CPX-132508,PDB-CPX-132359
PDB-CPX-132508,PDB-CPX-132360
PDB-CPX-132508,PDB-CPX-132361
PDB-CPX-132508,PDB-CPX-132362
PDB-CPX-132508,PDB-CPX-132363
PDB-CPX-132508,PDB-CPX-132364
PDB-CPX-132508,PDB-CPX-132365
PDB-CPX-132508,PDB-CPX-132366
PDB-CPX-132508,PDB-CPX-132367
PDB-CPX-132508,PDB-CPX-132368
PDB-CPX-132508,PDB-CPX-132369
PDB-CPX-132508,PDB-CPX-132370
PDB-CPX-132508,PDB-CPX-132371
PDB-CPX-132508,PDB-CPX-132372
PDB-CPX-132508,PDB-CPX-132373
PDB-CPX-132508,PDB-CPX-132374
PDB-CPX-132508,PDB-CPX-132375
PDB-CPX-132508,PDB-CPX-132376
PDB-CPX-132508,PDB-CPX-132377
PDB-CPX-132508,PDB-CPX-132381
PDB-CPX-132508,PDB-CPX-132382
PDB-CPX-132508,PDB-CPX-132383
PDB-CPX-132508,PDB-CPX-132384
PDB-CPX-132508,PDB-CPX-132385
PDB-CPX-132508,PDB-CPX-132386
PDB-CPX-132508,PDB-CPX-132387
PDB-CPX-132508,PDB-CPX-132388
PDB-CPX-132508,PDB-CPX-132389
PDB-CPX-132508,PDB-CPX-132390
PDB-CPX-132508,PDB-CPX-132391
PDB-CPX-132508,PDB-CPX-132392
PDB-CPX-132508,PDB-CPX-132393
PDB-CPX-132508,PDB-CPX-132394
PDB-CPX-132508,PDB-CPX-132395
PDB-CPX-132508,PDB-CPX-132396
PDB-CPX-132508,PDB-CPX-132397
PDB-CPX-132508,PDB-CPX-132398
PDB-CPX-132508,PDB-CPX-132399
PDB-CPX-132508,PDB-CPX-132400
PDB-CPX-132508,PDB-CPX-132401
PDB-CPX-132508,PDB-CPX-132402
PDB-CPX-132508,PDB-CPX-132403
PDB-CPX-132508,PDB-CPX-132404
PDB-CPX-132508,PDB-CPX-132405
PDB-CPX-132508,PDB-CPX-132406
PDB-CPX-132508,PDB-CPX-132407
PDB-CPX-132508,PDB-CPX-132408
PDB-CPX-132508,PDB-CPX-132409
PDB-CPX-132508,PDB-CPX-132410
PDB-CPX-132508,PDB-CPX-132411
PDB-CPX-132508,PDB-CPX-132412
PDB-CPX-132508,PDB-CPX-132413
PDB-CPX-132508,PDB-CPX-132414
PDB-CPX-132508,PDB-CPX-132415
PDB-CPX-132508,PDB-CPX-132416
PDB-CPX-132508,PDB-CPX-132417
PDB-CPX-132508,PDB-CPX-132418
PDB-CPX-132508,PDB-CPX-132419
PDB-CPX-132508,PDB-CPX-132420
PDB-CPX-132508,PDB-CPX-132421
PDB-CPX-132508,PDB-CPX-132422
PDB-CPX-132508,PDB-CPX-132423
PDB-CPX-132508,PDB-CPX-132424
PDB-CPX-132508,PDB-CPX-132425
PDB-CPX-132508,PDB-CPX-132426
PDB-CPX-132508,PDB-CPX-132427
PDB-CPX-132508,PDB-CPX-132428
PDB-CPX-132508,PDB-CPX-132429
PDB-CPX-132508,PDB-CPX-132430
PDB-CPX-132508,PDB-CPX-132431
PDB-CPX-132508,PDB-CPX-132432
PDB-CPX-132508,PDB-CPX-132433
PDB-CPX-132508,PDB-CPX-132434
PDB-CPX-132508,PDB-CPX-132436
PDB-CPX-132508,PDB-CPX-132437
PDB-CPX-132508,PDB-CPX-132438
PDB-CPX-132508,PDB-CPX-132439
PDB-CPX-132508,PDB-CPX-132440
PDB-CPX-132508,PDB-CPX-132441
PDB-CPX-132508,PDB-CPX-132442
PDB-CPX-132508,PDB-CPX-132443
PDB-CPX-132508,PDB-CPX-132444
PDB-CPX-132508,PDB-CPX-132445
PDB-CPX-132508,PDB-CPX-132446
PDB-CPX-132508,PDB-CPX-132447
PDB-CPX-132508,PDB-CPX-132448
PDB-CPX-132508,PDB-CPX-132449
PDB-CPX-132508,PDB-CPX-132450
PDB-CPX-132508,PDB-CPX-132451
PDB-CPX-132508,PDB-CPX-132452
PDB-CPX-132508,PDB-CPX-132453
PDB-CPX-132508,PDB-CPX-132454
PDB-CPX-132508,PDB-CPX-132455
PDB-CPX-132508,PDB-CPX-132456
PDB-CPX-132508,PDB-CPX-132457
PDB-CPX-132508,PDB-CPX-132458
PDB-CPX-132508,PDB-CPX-132459
PDB-CPX-132508,PDB-CPX-132460
PDB-CPX-132508,PDB-CPX-132461
PDB-CPX-132508,PDB-CPX-132462
PDB-CPX-132508,PDB-CPX-132463
PDB-CPX-132508,PDB-CPX-132464
PDB-CPX-132508,PDB-CPX-132465
PDB-CPX-132508,PDB-CPX-132466
PDB-CPX-132508,PDB-CPX-132467
PDB-CPX-132508,PDB-CPX-132468
PDB-CPX-132508,PDB-CPX-132469
PDB-CPX-132508,PDB-CPX-132470
PDB-CPX-132508,PDB-CPX-132471
PDB-CPX-132508,PDB-CPX-132472
PDB-CPX-132508,PDB-CPX-132474
PDB-CPX-132508,PDB-CPX-132506
PDB-CPX-132509,PDB-CPX-132510
PDB-CPX-132509,PDB-CPX-132511
PDB-CPX-132514,PDB-CPX-132513
PDB-CPX-132515,PDB-CPX-132513
PDB-CPX-132522,PDB-CPX-132520
PDB-CPX-132533,PDB-CPX-104091
PDB-CPX-132533,PDB-CPX-123686
PDB-CPX-132533,PDB-CPX-123687
PDB-CPX-132533,PDB-CPX-123688
PDB-CPX-132533,PDB-CPX-123689
PDB-CPX-132533,PDB-CPX-123690
PDB-CPX-132533,PDB-CPX-123691
PDB-CPX-132533,PDB-CPX-123692
PDB-CPX-132533,PDB-CPX-123693
PDB-CPX-132533,PDB-CPX-123694
PDB-CPX-132533,PDB-CPX-123695
PDB-CPX-132533,PDB-CPX-123696
PDB-CPX-132533,PDB-CPX-123697
PDB-CPX-132533,PDB-CPX-123698
PDB-CPX-132533,PDB-CPX-123699
PDB-CPX-132533,PDB-CPX-123700
PDB-CPX-132533,PDB-CPX-123729
PDB-CPX-132533,PDB-CPX-123750
PDB-CPX-132533,PDB-CPX-123751
PDB-CPX-132533,PDB-CPX-123752
PDB-CPX-132533,PDB-CPX-123753
PDB-CPX-132533,PDB-CPX-123754
PDB-CPX-132533,PDB-CPX-123755
PDB-CPX-132533,PDB-CPX-123756
PDB-CPX-132533,PDB-CPX-123758
PDB-CPX-132533,PDB-CPX-123759
PDB-CPX-132533,PDB-CPX-123760
PDB-CPX-132533,PDB-CPX-123762
PDB-CPX-132533,PDB-CPX-123763
PDB-CPX-132533,PDB-CPX-123764
PDB-CPX-132533,PDB-CPX-123766
PDB-CPX-132533,PDB-CPX-123767
PDB-CPX-132533,PDB-CPX-123768
PDB-CPX-132533,PDB-CPX-123775
PDB-CPX-132533,PDB-CPX-123790
PDB-CPX-132533,PDB-CPX-132512
PDB-CPX-132533,PDB-CPX-132518
PDB-CPX-132533,PDB-CPX-132526
PDB-CPX-132533,PDB-CPX-132527
PDB-CPX-132533,PDB-CPX-132530
PDB-CPX-132533,PDB-CPX-132531
PDB-CPX-132533,PDB-CPX-132532
PDB-CPX-132537,PDB-CPX-132534
PDB-CPX-132537,PDB-CPX-132535
PDB-CPX-132543,PDB-CPX-104089
PDB-CPX-132543,PDB-CPX-104092
PDB-CPX-132543,PDB-CPX-112627
PDB-CPX-132543,PDB-CPX-112628
PDB-CPX-132543,PDB-CPX-112629
PDB-CPX-132543,PDB-CPX-112630
PDB-CPX-132543,PDB-CPX-123702
PDB-CPX-132543,PDB-CPX-123703
PDB-CPX-132543,PDB-CPX-123704
PDB-CPX-132543,PDB-CPX-123705
PDB-CPX-132543,PDB-CPX-123706
PDB-CPX-132543,PDB-CPX-123707
PDB-CPX-132543,PDB-CPX-123708
PDB-CPX-132543,PDB-CPX-123709
PDB-CPX-132543,PDB-CPX-123710
PDB-CPX-132543,PDB-CPX-123711
PDB-CPX-132543,PDB-CPX-123712
PDB-CPX-132543,PDB-CPX-123713
PDB-CPX-132543,PDB-CPX-123714
PDB-CPX-132543,PDB-CPX-123715
PDB-CPX-132543,PDB-CPX-123716
PDB-CPX-132543,PDB-CPX-123717
PDB-CPX-132543,PDB-CPX-123719
PDB-CPX-132543,PDB-CPX-123720
PDB-CPX-132543,PDB-CPX-123721
PDB-CPX-132543,PDB-CPX-123722
PDB-CPX-132543,PDB-CPX-123723
PDB-CPX-132543,PDB-CPX-123724
PDB-CPX-132543,PDB-CPX-123725
PDB-CPX-132543,PDB-CPX-123726
PDB-CPX-132543,PDB-CPX-123727
PDB-CPX-132543,PDB-CPX-123728
PDB-CPX-132543,PDB-CPX-123769
PDB-CPX-132543,PDB-CPX-123771
PDB-CPX-132543,PDB-CPX-123772
PDB-CPX-132543,PDB-CPX-123773
PDB-CPX-132543,PDB-CPX-123774
PDB-CPX-132543,PDB-CPX-123776
PDB-CPX-132543,PDB-CPX-123777
PDB-CPX-132543,PDB-CPX-123778
PDB-CPX-132543,PDB-CPX-123779
PDB-CPX-132543,PDB-CPX-123782
PDB-CPX-132543,PDB-CPX-123783
PDB-CPX-132543,PDB-CPX-123784
PDB-CPX-132543,PDB-CPX-123785
PDB-CPX-132543,PDB-CPX-123792
PDB-CPX-132543,PDB-CPX-132520
PDB-CPX-132543,PDB-CPX-132521
PDB-CPX-132543,PDB-CPX-132522
PDB-CPX-132543,PDB-CPX-132542
PDB-CPX-132544,PDB-CPX-123686
PDB-CPX-132544,PDB-CPX-123687
PDB-CPX-132544,PDB-CPX-123688
PDB-CPX-132544,PDB-CPX-123689
PDB-CPX-132544,PDB-CPX-123690
PDB-CPX-132544,PDB-CPX-123691
PDB-CPX-132544,PDB-CPX-123692
PDB-CPX-132544,PDB-CPX-123693
PDB-CPX-132544,PDB-CPX-123694
PDB-CPX-132544,PDB-CPX-123695
PDB-CPX-132544,PDB-CPX-123696
PDB-CPX-132544,PDB-CPX-123697
PDB-CPX-132544,PDB-CPX-123698
PDB-CPX-132544,PDB-CPX-123699
PDB-CPX-132544,PDB-CPX-123700
PDB-CPX-132544,PDB-CPX-123729
PDB-CPX-132544,PDB-CPX-132512
PDB-CPX-132544,PDB-CPX-132518
PDB-CPX-132550,PDB-CPX-132548
PDB-CPX-132554,PDB-CPX-132553
PDB-CPX-132561,PDB-CPX-132557
PDB-CPX-132561,PDB-CPX-132558
PDB-CPX-132561,PDB-CPX-132559
PDB-CPX-132561,PDB-CPX-132560
PDB-CPX-132566,PDB-CPX-132557
PDB-CPX-132566,PDB-CPX-132558
PDB-CPX-132566,PDB-CPX-132559
PDB-CPX-132566,PDB-CPX-132560
PDB-CPX-132566,PDB-CPX-132562
PDB-CPX-132566,PDB-CPX-132563
PDB-CPX-132566,PDB-CPX-132564
PDB-CPX-132566,PDB-CPX-132565
PDB-CPX-132568,PDB-CPX-132548
PDB-CPX-132568,PDB-CPX-132550
PDB-CPX-132568,PDB-CPX-132553
PDB-CPX-132568,PDB-CPX-132554
PDB-CPX-132568,PDB-CPX-132557
PDB-CPX-132568,PDB-CPX-132558
PDB-CPX-132568,PDB-CPX-132559
PDB-CPX-132568,PDB-CPX-132560
PDB-CPX-132568,PDB-CPX-132561
PDB-CPX-132568,PDB-CPX-132562
PDB-CPX-132568,PDB-CPX-132563
PDB-CPX-132568,PDB-CPX-132564
PDB-CPX-132568,PDB-CPX-132565
PDB-CPX-132568,PDB-CPX-132566
PDB-CPX-132571,PDB-CPX-132557
PDB-CPX-132571,PDB-CPX-132558
PDB-CPX-132571,PDB-CPX-132559
PDB-CPX-132571,PDB-CPX-132560
PDB-CPX-132571,PDB-CPX-132561
PDB-CPX-132571,PDB-CPX-132562
PDB-CPX-132571,PDB-CPX-132563
PDB-CPX-132571,PDB-CPX-132564
PDB-CPX-132571,PDB-CPX-132565
PDB-CPX-132571,PDB-CPX-132566
PDB-CPX-132571,PDB-CPX-132570
PDB-CPX-132581,PDB-CPX-132580
PDB-CPX-132582,PDB-CPX-132253
PDB-CPX-132582,PDB-CPX-132273
PDB-CPX-132582,PDB-CPX-132274
PDB-CPX-132582,PDB-CPX-132275
PDB-CPX-132582,PDB-CPX-132289
PDB-CPX-132582,PDB-CPX-132298
PDB-CPX-132582,PDB-CPX-132299
PDB-CPX-132582,PDB-CPX-132300
PDB-CPX-132582,PDB-CPX-132301
PDB-CPX-132582,PDB-CPX-132302
PDB-CPX-132582,PDB-CPX-132303
PDB-CPX-132582,PDB-CPX-132304
PDB-CPX-132582,PDB-CPX-132305
PDB-CPX-132582,PDB-CPX-132306
PDB-CPX-132582,PDB-CPX-132307
PDB-CPX-132582,PDB-CPX-132308
PDB-CPX-132582,PDB-CPX-132309
PDB-CPX-132582,PDB-CPX-132310
PDB-CPX-132582,PDB-CPX-132311
PDB-CPX-132582,PDB-CPX-132312
PDB-CPX-132582,PDB-CPX-132313
PDB-CPX-132582,PDB-CPX-132314
PDB-CPX-132582,PDB-CPX-132315
PDB-CPX-132582,PDB-CPX-132316
PDB-CPX-132582,PDB-CPX-132317
PDB-CPX-132587,PDB-CPX-102338
PDB-CPX-132587,PDB-CPX-104729
PDB-CPX-132587,PDB-CPX-113996
PDB-CPX-132587,PDB-CPX-115402
PDB-CPX-132587,PDB-CPX-117252
PDB-CPX-132587,PDB-CPX-117259
PDB-CPX-132587,PDB-CPX-117260
PDB-CPX-132587,PDB-CPX-117261
PDB-CPX-132587,PDB-CPX-117273
PDB-CPX-132587,PDB-CPX-117313
PDB-CPX-132587,PDB-CPX-117314
PDB-CPX-132587,PDB-CPX-117315
PDB-CPX-132587,PDB-CPX-117316
PDB-CPX-132587,PDB-CPX-117319
PDB-CPX-132587,PDB-CPX-117320
PDB-CPX-132587,PDB-CPX-117321
PDB-CPX-132587,PDB-CPX-117324
PDB-CPX-132587,PDB-CPX-117325
PDB-CPX-132587,PDB-CPX-117354
PDB-CPX-132587,PDB-CPX-118545
PDB-CPX-132587,PDB-CPX-118546
PDB-CPX-132587,PDB-CPX-118551
PDB-CPX-132587,PDB-CPX-118552
PDB-CPX-132587,PDB-CPX-118553
PDB-CPX-132587,PDB-CPX-118554
PDB-CPX-132587,PDB-CPX-118555
PDB-CPX-132587,PDB-CPX-119704
PDB-CPX-132587,PDB-CPX-130047
PDB-CPX-132587,PDB-CPX-130048
PDB-CPX-132587,PDB-CPX-132253
PDB-CPX-132587,PDB-CPX-132254
PDB-CPX-132587,PDB-CPX-132255
PDB-CPX-132587,PDB-CPX-132256
PDB-CPX-132587,PDB-CPX-132270
PDB-CPX-132587,PDB-CPX-132271
PDB-CPX-132587,PDB-CPX-132272
PDB-CPX-132587,PDB-CPX-132273
PDB-CPX-132587,PDB-CPX-132274
PDB-CPX-132587,PDB-CPX-132275
PDB-CPX-132587,PDB-CPX-132276
PDB-CPX-132587,PDB-CPX-132277
PDB-CPX-132587,PDB-CPX-132278
PDB-CPX-132587,PDB-CPX-132283
PDB-CPX-132587,PDB-CPX-132286
PDB-CPX-132587,PDB-CPX-132287
PDB-CPX-132587,PDB-CPX-132288
PDB-CPX-132587,PDB-CPX-132289
PDB-CPX-132587,PDB-CPX-132290
PDB-CPX-132587,PDB-CPX-132291
PDB-CPX-132587,PDB-CPX-132296
PDB-CPX-132587,PDB-CPX-132297
PDB-CPX-132587,PDB-CPX-132298
PDB-CPX-132587,PDB-CPX-132299
PDB-CPX-132587,PDB-CPX-132300
PDB-CPX-132587,PDB-CPX-132301
PDB-CPX-132587,PDB-CPX-132302
PDB-CPX-132587,PDB-CPX-132303
PDB-CPX-132587,PDB-CPX-132304
PDB-CPX-132587,PDB-CPX-132305
PDB-CPX-132587,PDB-CPX-132306
PDB-CPX-132587,PDB-CPX-132307
PDB-CPX-132587,PDB-CPX-132308
PDB-CPX-132587,PDB-CPX-132309
PDB-CPX-132587,PDB-CPX-132310
PDB-CPX-132587,PDB-CPX-132311
PDB-CPX-132587,PDB-CPX-132312
PDB-CPX-132587,PDB-CPX-132313
PDB-CPX-132587,PDB-CPX-132314
PDB-CPX-132587,PDB-CPX-132315
PDB-CPX-132587,PDB-CPX-132316
PDB-CPX-132587,PDB-CPX-132318
PDB-CPX-132587,PDB-CPX-132319
PDB-CPX-132587,PDB-CPX-132320
PDB-CPX-132587,PDB-CPX-132322
PDB-CPX-132587,PDB-CPX-132323
PDB-CPX-132587,PDB-CPX-132324
PDB-CPX-132587,PDB-CPX-132325
PDB-CPX-132587,PDB-CPX-132326
PDB-CPX-132587,PDB-CPX-132327
PDB-CPX-132587,PDB-CPX-132328
PDB-CPX-132587,PDB-CPX-132329
PDB-CPX-132587,PDB-CPX-132330
PDB-CPX-132587,PDB-CPX-132331
PDB-CPX-132587,PDB-CPX-132332
PDB-CPX-132587,PDB-CPX-132333
PDB-CPX-132587,PDB-CPX-132334
PDB-CPX-132587,PDB-CPX-132335
PDB-CPX-132587,PDB-CPX-132577
PDB-CPX-132587,PDB-CPX-132580
PDB-CPX-132587,PDB-CPX-132581
PDB-CPX-132587,PDB-CPX-132583
PDB-CPX-132587,PDB-CPX-132585
PDB-CPX-132587,PDB-CPX-132586
PDB-CPX-132588,PDB-CPX-102338
PDB-CPX-132588,PDB-CPX-104729
PDB-CPX-132588,PDB-CPX-113996
PDB-CPX-132588,PDB-CPX-115402
PDB-CPX-132588,PDB-CPX-117252
PDB-CPX-132588,PDB-CPX-117259
PDB-CPX-132588,PDB-CPX-117260
PDB-CPX-132588,PDB-CPX-117261
PDB-CPX-132588,PDB-CPX-117273
PDB-CPX-132588,PDB-CPX-117313
PDB-CPX-132588,PDB-CPX-117314
PDB-CPX-132588,PDB-CPX-117315
PDB-CPX-132588,PDB-CPX-117316
PDB-CPX-132588,PDB-CPX-117319
PDB-CPX-132588,PDB-CPX-117320
PDB-CPX-132588,PDB-CPX-117321
PDB-CPX-132588,PDB-CPX-117324
PDB-CPX-132588,PDB-CPX-117325
PDB-CPX-132588,PDB-CPX-117354
PDB-CPX-132588,PDB-CPX-118545
PDB-CPX-132588,PDB-CPX-118546
PDB-CPX-132588,PDB-CPX-118551
PDB-CPX-132588,PDB-CPX-118552
PDB-CPX-132588,PDB-CPX-118553
PDB-CPX-132588,PDB-CPX-118554
PDB-CPX-132588,PDB-CPX-118555
PDB-CPX-132588,PDB-CPX-119704
PDB-CPX-132588,PDB-CPX-130047
PDB-CPX-132588,PDB-CPX-130048
PDB-CPX-132588,PDB-CPX-132253
PDB-CPX-132588,PDB-CPX-132254
PDB-CPX-132588,PDB-CPX-132255
PDB-CPX-132588,PDB-CPX-132256
PDB-CPX-132588,PDB-CPX-132270
PDB-CPX-132588,PDB-CPX-132271
PDB-CPX-132588,PDB-CPX-132272
PDB-CPX-132588,PDB-CPX-132273
PDB-CPX-132588,PDB-CPX-132274
PDB-CPX-132588,PDB-CPX-132275
PDB-CPX-132588,PDB-CPX-132276
PDB-CPX-132588,PDB-CPX-132277
PDB-CPX-132588,PDB-CPX-132278
PDB-CPX-132588,PDB-CPX-132283
PDB-CPX-132588,PDB-CPX-132284
PDB-CPX-132588,PDB-CPX-132286
PDB-CPX-132588,PDB-CPX-132287
PDB-CPX-132588,PDB-CPX-132288
PDB-CPX-132588,PDB-CPX-132289
PDB-CPX-132588,PDB-CPX-132290
PDB-CPX-132588,PDB-CPX-132291
PDB-CPX-132588,PDB-CPX-132294
PDB-CPX-132588,PDB-CPX-132295
PDB-CPX-132588,PDB-CPX-132296
PDB-CPX-132588,PDB-CPX-132297
PDB-CPX-132588,PDB-CPX-132298
PDB-CPX-132588,PDB-CPX-132299
PDB-CPX-132588,PDB-CPX-132300
PDB-CPX-132588,PDB-CPX-132301
PDB-CPX-132588,PDB-CPX-132302
PDB-CPX-132588,PDB-CPX-132303
PDB-CPX-132588,PDB-CPX-132304
PDB-CPX-132588,PDB-CPX-132305
PDB-CPX-132588,PDB-CPX-132306
PDB-CPX-132588,PDB-CPX-132307
PDB-CPX-132588,PDB-CPX-132308
PDB-CPX-132588,PDB-CPX-132309
PDB-CPX-132588,PDB-CPX-132310
PDB-CPX-132588,PDB-CPX-132311
PDB-CPX-132588,PDB-CPX-132312
PDB-CPX-132588,PDB-CPX-132313
PDB-CPX-132588,PDB-CPX-132314
PDB-CPX-132588,PDB-CPX-132315
PDB-CPX-132588,PDB-CPX-132316
PDB-CPX-132588,PDB-CPX-132318
PDB-CPX-132588,PDB-CPX-132319
PDB-CPX-132588,PDB-CPX-132320
PDB-CPX-132588,PDB-CPX-132322
PDB-CPX-132588,PDB-CPX-132323
PDB-CPX-132588,PDB-CPX-132324
PDB-CPX-132588,PDB-CPX-132325
PDB-CPX-132588,PDB-CPX-132326
PDB-CPX-132588,PDB-CPX-132327
PDB-CPX-132588,PDB-CPX-132328
PDB-CPX-132588,PDB-CPX-132329
PDB-CPX-132588,PDB-CPX-132330
PDB-CPX-132588,PDB-CPX-132331
PDB-CPX-132588,PDB-CPX-132332
PDB-CPX-132588,PDB-CPX-132333
PDB-CPX-132588,PDB-CPX-132334
PDB-CPX-132588,PDB-CPX-132335
PDB-CPX-132588,PDB-CPX-132336
PDB-CPX-132588,PDB-CPX-132577
PDB-CPX-132588,PDB-CPX-132580
PDB-CPX-132588,PDB-CPX-132581
PDB-CPX-132588,PDB-CPX-132583
PDB-CPX-132588,PDB-CPX-132585
PDB-CPX-132588,PDB-CPX-132586
PDB-CPX-132588,PDB-CPX-132587
PDB-CPX-132590,PDB-CPX-132584
PDB-CPX-132593,PDB-CPX-100115
PDB-CPX-132593,PDB-CPX-100116
PDB-CPX-132593,PDB-CPX-100161
PDB-CPX-132593,PDB-CPX-102338
PDB-CPX-132593,PDB-CPX-104729
PDB-CPX-132593,PDB-CPX-113982
PDB-CPX-132593,PDB-CPX-113983
PDB-CPX-132593,PDB-CPX-113984
PDB-CPX-132593,PDB-CPX-113985
PDB-CPX-132593,PDB-CPX-113986
PDB-CPX-132593,PDB-CPX-113988
PDB-CPX-132593,PDB-CPX-113989
PDB-CPX-132593,PDB-CPX-113996
PDB-CPX-132593,PDB-CPX-114234
PDB-CPX-132593,PDB-CPX-115402
PDB-CPX-132593,PDB-CPX-117252
PDB-CPX-132593,PDB-CPX-117259
PDB-CPX-132593,PDB-CPX-117260
PDB-CPX-132593,PDB-CPX-117261
PDB-CPX-132593,PDB-CPX-117273
PDB-CPX-132593,PDB-CPX-117313
PDB-CPX-132593,PDB-CPX-117314
PDB-CPX-132593,PDB-CPX-117315
PDB-CPX-132593,PDB-CPX-117316
PDB-CPX-132593,PDB-CPX-117319
PDB-CPX-132593,PDB-CPX-117320
PDB-CPX-132593,PDB-CPX-117321
PDB-CPX-132593,PDB-CPX-117324
PDB-CPX-132593,PDB-CPX-117325
PDB-CPX-132593,PDB-CPX-117354
PDB-CPX-132593,PDB-CPX-118545
PDB-CPX-132593,PDB-CPX-118546
PDB-CPX-132593,PDB-CPX-118551
PDB-CPX-132593,PDB-CPX-118552
PDB-CPX-132593,PDB-CPX-118553
PDB-CPX-132593,PDB-CPX-118554
PDB-CPX-132593,PDB-CPX-118555
PDB-CPX-132593,PDB-CPX-118653
PDB-CPX-132593,PDB-CPX-118654
PDB-CPX-132593,PDB-CPX-118655
PDB-CPX-132593,PDB-CPX-118656
PDB-CPX-132593,PDB-CPX-118657
PDB-CPX-132593,PDB-CPX-118658
PDB-CPX-132593,PDB-CPX-118659
PDB-CPX-132593,PDB-CPX-118660
PDB-CPX-132593,PDB-CPX-118661
PDB-CPX-132593,PDB-CPX-118662
PDB-CPX-132593,PDB-CPX-119704
PDB-CPX-132593,PDB-CPX-130047
PDB-CPX-132593,PDB-CPX-130048
PDB-CPX-132593,PDB-CPX-132252
PDB-CPX-132593,PDB-CPX-132253
PDB-CPX-132593,PDB-CPX-132254
PDB-CPX-132593,PDB-CPX-132255
PDB-CPX-132593,PDB-CPX-132256
PDB-CPX-132593,PDB-CPX-132257
