"ID","METHOD_CLASS"
"1r5h","x-ray"
"6i9d","em"
"5xx6","x-ray"
"4k4r","x-ray"
"4ufg","x-ray"
"1oyf","x-ray"
"2vo2","x-ray"
"4fst","x-ray"
"4gj2","x-ray"
"6tju","x-ray"
"6p4y","x-ray"
"6hr2","x-ray"
"3qay","x-ray"
"7w0g","x-ray"
"7k4a","em"
"6qsm","x-ray"
"7rwk","x-ray"
"3ngx","x-ray"
"3e1g","x-ray"
"2hrb","x-ray"
"7a7a","em"
"6t2b","x-ray"
"4ptm","x-ray"
"5eku","x-ray"
"7ahh","em"
"5g59","x-ray"
"4twj","x-ray"
"1nv5","x-ray"
"3wtp","x-ray"
"4yvk","x-ray"
"5qp0","x-ray"
"7c5c","x-ray"
"4apm","x-ray"
"5voj","x-ray"
"6sz9","em"
"7w2v","x-ray"
"355d","x-ray"
"5o0y","x-ray"
"2hu0","x-ray"
"6ojz","x-ray"
"1hbz","x-ray"
"1l8b","x-ray"
"1i5y","x-ray"
"4kug","x-ray"
"3ggz","x-ray"
"7jul","x-ray"
"3uj4","x-ray"
"4cjw","x-ray"
"2oaj","x-ray"
"2ovv","x-ray"
"4uig","x-ray"
"4qy6","x-ray"
"2f9f","x-ray"
"2iyq","x-ray"
"4r8m","x-ray"
"1vf7","x-ray"
"6s65","x-ray"
"6emf","x-ray"
"6kae","x-ray"
"7jka","x-ray"
"1c5g","x-ray"
"4qo6","x-ray"
"7suc","x-ray"
"7vxm","em"
"6r6n","x-ray"
"1lwv","x-ray"
"6xrr","x-ray"
"7myr","x-ray"
"7smu","x-ray"
"7u17","em"
"5qpg","x-ray"
"6bfj","x-ray"
"4w4v","x-ray"
"4xip","x-ray"
"2vfs","x-ray"
"5ksn","x-ray"
"1jfc","x-ray"
"3kxb","x-ray"
"2jln","x-ray"
"7b5c","em"
"3el9","x-ray"
"1z24","x-ray"
"2i44","x-ray"
"3upl","x-ray"
"1w04","x-ray"
"3sj2","x-ray"
"2rdo","em"
"6d0k","x-ray"
"4urh","x-ray"
"4oeu","x-ray"
"2ew8","x-ray"
"7b3g","x-ray"
"5qut","x-ray"
"2bbw","x-ray"
"2x6s","x-ray"
"6wgw","x-ray"
"6j6u","x-ray"
"2pz0","x-ray"
"6v7v","x-ray"
"5c82","x-ray"
"4y79","x-ray"
"6qjd","x-ray"
"1gl8","nmr"
"2z6y","x-ray"
"1lj2","x-ray"
"4dt1","x-ray"
"1m8f","x-ray"
"2rhg","x-ray"
"1p3l","x-ray"
"1tu5","x-ray"
"1s8l","x-ray"
"3lu9","x-ray"
"5z0f","x-ray"
"1ba4","nmr"
"5xsz","x-ray"
"3sz6","x-ray"
"6dz6","x-ray"
"6vf0","x-ray"
"7jqy","x-ray"
"2q0g","x-ray"
"1xrh","x-ray"
"5q0h","x-ray"
"1r2d","x-ray"
"1zn3","x-ray"
"5h29","x-ray"
"7c6d","x-ray"
"5b6a","x-ray"
"4i4t","x-ray"
"6pc7","em"
"1nu6","x-ray"
"6l9u","x-ray"
"1bm4","nmr"
"5a1a","em"
"6ba6","nmr"
"1gf5","x-ray"
"3llp","x-ray"
"1b7n","x-ray"
"4nzy","x-ray"
"3u79","x-ray"
"5bni","x-ray"
"7ns1","nmr"
"6x9k","x-ray"
"6y5i","em"
"1o02","x-ray"
"6d3u","x-ray"
"2vlz","x-ray"
"3u8q","x-ray"
"4pbc","x-ray"
"4v5c","x-ray"
"5k95","x-ray"
"7nou","x-ray"
"1vzu","x-ray"
"4mmb","x-ray"
"6q11","x-ray"
"4aim","x-ray"
"1tcs","x-ray"
"6vsh","x-ray"
"1wx6","nmr"
"3h71","x-ray"
"2np1","x-ray"
"2wra","x-ray"
"1x7w","x-ray"
"6hw4","x-ray"
"5j8c","x-ray"
"2bbr","x-ray"
"1z3n","x-ray"
"1t07","x-ray"
"3eb8","x-ray"
"1xmm","x-ray"
"6ac8","x-ray"
"3is1","x-ray"
"5bt5","x-ray"
"1rbg","x-ray"
"7m20","em"
"4rjv","x-ray"
"7dg7","x-ray"
"5x7s","x-ray"
"5h7s","x-ray"
"7vlj","x-ray"
"1t1b","x-ray"
"4hcb","x-ray"
"5d52","x-ray"
"4w9e","x-ray"
"5w7j","x-ray"
"5hvm","x-ray"
"5q40","x-ray"
"6pzy","em"
"7ask","em"
"7khx","x-ray"
"1bem","x-ray"
"6gk7","x-ray"
"1ytu","x-ray"
"6qc3","em"
"1d4m","x-ray"
"5eqg","x-ray"
"6b0c","em"
"5ug8","x-ray"
"5eim","x-ray"
"4mee","x-ray"
"3qir","x-ray"
"1q98","x-ray"
"2kmc","nmr"
"4cdz","x-ray"
"7ccd","x-ray"
"7bve","em"
"4ktj","x-ray"
"2qey","x-ray"
"2izd","x-ray"
"5r49","x-ray"
"1y4h","x-ray"
"1j2q","x-ray"
"6z5y","x-ray"
"151l","x-ray"
"7nx3","x-ray"
"2o50","x-ray"
"1uen","nmr"
"6zmz","x-ray"
"6co6","x-ray"
"3ipt","x-ray"
"5mig","x-ray"
"6rx5","x-ray"
"6z40","nmr"
"3lsr","x-ray"
"1s50","x-ray"
"4jqf","x-ray"
"4yzn","x-ray"
"3c08","x-ray"
"6ch4","x-ray"
"6kzf","x-ray"
"3a3c","x-ray"
"5b3g","x-ray"
"5vji","x-ray"
"3kpu","x-ray"
"2fvx","x-ray"
"5qft","x-ray"
"6a4w","x-ray"
"6po6","em"
"4j7d","x-ray"
"5cnv","x-ray"
"1h0g","x-ray"
"6vdn","x-ray"
"4q8e","x-ray"
"4tld","x-ray"
"6ihb","em"
"2zyw","x-ray"
"3l6g","x-ray"
"5oyh","x-ray"
"2z1a","x-ray"
"6uw2","x-ray"
"6u7u","nmr"
"5szi","x-ray"
"2mqk","nmr"
"3v31","x-ray"
"1bqs","x-ray"
"1yd7","x-ray"
"1o2h","x-ray"
"5kb3","x-ray"
"1p3k","x-ray"
"5viy","em"
"2gbo","x-ray"
"5of0","x-ray"
"3kr7","x-ray"
"6tzu","x-ray"
"4u0a","x-ray"
"1fiz","x-ray"
"5tpp","x-ray"
"6f7h","x-ray"
"5n8n","em"
"4fnj","x-ray"
"3i70","x-ray"
"3bht","x-ray"
"2d0q","x-ray"
"5gq1","x-ray"
"5aab","x-ray"
"4y5o","x-ray"
"4ygd","x-ray"
"7b4j","x-ray"
"2isd","x-ray"
"2gau","x-ray"
"1w3t","x-ray"
"6r0z","em"
"2hbt","x-ray"
"6i2s","x-ray"
"5mos","hybrid"
"6wkh","x-ray"
"1juy","x-ray"
"3w6s","x-ray"
"1gq1","x-ray"
"4mwy","x-ray"
"1g9f","x-ray"
"3nyw","x-ray"
"5pcw","x-ray"
"5mnx","other"
"4glo","x-ray"
"4lm8","x-ray"
"6yww","x-ray"
"5nxm","x-ray"
"1k0y","x-ray"
"3qe8","x-ray"
"6h6v","x-ray"
"1kbu","x-ray"
"1wlv","x-ray"
"1ohk","x-ray"
"2z6f","x-ray"
"6snv","x-ray"
"4bfj","x-ray"
"4w67","x-ray"
"6u9m","x-ray"
"3rhi","x-ray"
"4poz","x-ray"
"5x87","x-ray"
"4eex","x-ray"
"6s0g","x-ray"
"5vim","x-ray"
"4hox","x-ray"
"7er7","x-ray"
"3kdn","x-ray"
"4dei","x-ray"
"2h3k","nmr"
"6aqk","x-ray"
"4jat","x-ray"
"4d2y","x-ray"
"5ab7","x-ray"
"4eya","x-ray"
"3qm4","x-ray"
"6wiy","x-ray"
"5vi4","x-ray"
"4o60","x-ray"
"1q10","nmr"
"6kle","em"
"6w1d","x-ray"
"5v5t","x-ray"
"5xvf","x-ray"
"5xce","x-ray"
"4r0t","x-ray"
"4cyk","nmr"
"3fh5","x-ray"
"2v3a","x-ray"
"5n1u","x-ray"
"3x08","x-ray"
"5ovv","x-ray"
"2i8u","x-ray"
"6mqm","x-ray"
"1oqf","x-ray"
"3sq3","x-ray"
"4plv","x-ray"
"1isu","x-ray"
"6p6s","x-ray"
"5c6y","x-ray"
"3dsr","x-ray"
"2guz","x-ray"
"6z4j","x-ray"
"3cig","x-ray"
"6mqy","x-ray"
"5ikr","x-ray"
"6iut","x-ray"
"6ck3","x-ray"
"1owg","x-ray"
"1jjg","nmr"
"5b0z","x-ray"
"6bwe","x-ray"
"5p4m","x-ray"
"3p8c","x-ray"
"4pax","x-ray"
"2g6g","x-ray"
"6br3","x-ray"
"5e7d","x-ray"
"7rpz","x-ray"
"5bwy","x-ray"
"3igy","x-ray"
"1em0","x-ray"
"3zjl","x-ray"
"9icw","x-ray"
"5q6e","x-ray"
"7cpk","x-ray"
"5bn9","x-ray"
"1iyp","x-ray"
"3pgf","x-ray"
"1vbm","x-ray"
"6wbz","x-ray"
"5cpp","x-ray"
"2kjx","nmr"
"4d1n","x-ray"
"6fmq","x-ray"
"5o9y","x-ray"
"7l11","x-ray"
"3ul4","x-ray"
"2uvo","x-ray"
"3dww","em"
"7kby","x-ray"
"5rze","x-ray"
"5uvn","em"
"4f8o","x-ray"
"4kml","x-ray"
"6q8f","x-ray"
"3ogu","x-ray"
"7a39","x-ray"
"1g98","x-ray"
"7r76","em"
"5vl5","x-ray"
"1prb","nmr"
"2rbm","x-ray"
"3p8i","x-ray"
"5yub","x-ray"
"3gbs","x-ray"
"2rmn","nmr"
"4e4x","x-ray"
"1w2s","sas"
"7aau","x-ray"
"3kgz","x-ray"
"4gxr","x-ray"
"5hdi","x-ray"
"1qjd","x-ray"
"3b1p","x-ray"
"4yb8","x-ray"
"5ni4","x-ray"
"5eyt","x-ray"
"3atl","x-ray"
"2ldl","nmr"
"5giz","x-ray"
"2avx","nmr"
"5c34","x-ray"
"6jf8","x-ray"
"5c7x","x-ray"
"3ewn","x-ray"
"1xmx","x-ray"
"5h0n","x-ray"
"2hwj","x-ray"
"1z6l","x-ray"
"5khi","x-ray"
"4cq5","x-ray"
"5qp3","x-ray"
"6r6o","x-ray"
"7ej2","em"
"4w53","x-ray"
"6e2t","x-ray"
"6wbd","x-ray"
"5p46","x-ray"
"154d","x-ray"
"5l4f","x-ray"
"3s6h","x-ray"
"6ub0","x-ray"
"1lvy","x-ray"
"5o2o","x-ray"
"4zx4","x-ray"
"2zxh","x-ray"
"1t1o","em"
"1rdn","x-ray"
"5ia8","x-ray"
"4yb4","x-ray"
"4jxn","x-ray"
"6x3m","x-ray"
"1cld","nmr"
"7dk3","em"
"2afi","x-ray"
"6hb2","x-ray"
"2uvy","x-ray"
"1qld","nmr"
"5tiu","x-ray"
"3mwi","x-ray"
"7d39","x-ray"
"2v5r","x-ray"
"6kv3","x-ray"
"2jtx","nmr"
"5v60","x-ray"
"7s28","x-ray"
"1nsr","x-ray"
"6vre","x-ray"
"2x8r","x-ray"
"5lnd","x-ray"
"1ery","nmr"
"7kat","em"
"7d05","x-ray"
"7b13","x-ray"
"2wju","x-ray"
"6i70","x-ray"
"1nup","x-ray"
"4wpc","x-ray"
"5ve4","x-ray"
"6bf8","em"
"3k1h","x-ray"
"5lle","x-ray"
"1axx","nmr"
"4ovo","x-ray"
"4s12","x-ray"
"6bnm","x-ray"
"4pwh","x-ray"
"1nis","x-ray"
"4rz0","x-ray"
"3zs3","x-ray"
"6fu0","x-ray"
"3g35","x-ray"
"4a0c","x-ray"
"7krv","x-ray"
"1orn","x-ray"
"5eek","x-ray"
"4btb","x-ray"
"1e9z","x-ray"
"1aat","x-ray"
"2ext","x-ray"
"2yof","x-ray"
"1n34","x-ray"
"2x1w","x-ray"
"2j6h","x-ray"
"6era","x-ray"
"6zb8","x-ray"
"5xa8","x-ray"
"5zbn","x-ray"
"7rnu","x-ray"
"6me5","x-ray"
"6uuv","x-ray"
"3m5l","x-ray"
"7cg1","nmr"
"5xwj","x-ray"
"1sau","x-ray"
"2qru","x-ray"
"3hgr","x-ray"
"2e52","x-ray"
"5o9v","x-ray"
"6u5c","x-ray"
"3n5d","x-ray"
"6n0u","x-ray"
"7lce","x-ray"
"6keh","x-ray"
"2ery","x-ray"
"6hov","x-ray"
"4f2z","x-ray"
"1ueg","x-ray"
"5ivv","x-ray"
"2fb6","x-ray"
"6m8d","x-ray"
"2mb5","other"
"1wtf","x-ray"
"5xjl","x-ray"
"1vc8","x-ray"
"4e3a","x-ray"
"4nuo","x-ray"
"5dot","x-ray"
"7b47","x-ray"
"2d8d","x-ray"
"3mo5","x-ray"
"5z0k","x-ray"
"4g09","x-ray"
"2k39","nmr"
"7cjg","x-ray"
"4jhj","x-ray"
"1o7j","x-ray"
"6ei0","x-ray"
"4g2v","x-ray"
"6gtv","x-ray"
"5j2m","x-ray"
"2huz","x-ray"
"7jwz","x-ray"
"5fjr","x-ray"
"3tcy","x-ray"
"3oue","x-ray"
"1uh1","x-ray"
"2hdk","x-ray"
"1js3","x-ray"
"6dqn","em"
"7emn","x-ray"
"4e7b","x-ray"
"3a4o","x-ray"
"4kx3","x-ray"
"6lyf","x-ray"
"6xlx","x-ray"
"5pb8","x-ray"
"4ql6","x-ray"
"7nus","x-ray"
"2gnm","x-ray"
"3sn1","x-ray"
"3tmr","x-ray"
"2i06","x-ray"
"2gzg","x-ray"
"6w8e","x-ray"
"7dib","x-ray"
"1tv4","x-ray"
"6wzp","x-ray"
"1f0z","nmr"
"3m8z","x-ray"
"2kgo","nmr"
"3d7k","x-ray"
"4xcb","x-ray"
"5y40","x-ray"
"2hm4","nmr"
"2n4t","nmr"
"7w11","x-ray"
"6htu","x-ray"
"5nak","x-ray"
"5i1z","x-ray"
"7ecm","x-ray"
"1mho","x-ray"
"4nm8","x-ray"
"5q51","x-ray"
"3uir","x-ray"
"4qmw","x-ray"
"1hd4","nmr"
"4zll","x-ray"
"6yao","x-ray"
"4laf","x-ray"
"4jek","x-ray"
"4ysy","x-ray"
"1nk9","x-ray"
"1zs5","nmr"
"2y80","x-ray"
"6grs","x-ray"
"4dmx","x-ray"
"3jwm","x-ray"
"5kkc","x-ray"
"3cj2","x-ray"
"3cme","x-ray"
"6uyo","x-ray"
"2qsp","x-ray"
"2vjt","x-ray"
"6f8h","x-ray"
"1rt6","x-ray"
"5x3h","x-ray"
"3rze","x-ray"
"6sk3","x-ray"
"5cwy","x-ray"
"1idl","nmr"
"1xq0","x-ray"
"5c3x","x-ray"
"5qew","x-ray"
"7d58","em"
"5h5o","x-ray"
"6xui","x-ray"
"2jhs","x-ray"
"2o7i","x-ray"
"6xd9","x-ray"
"1gnu","x-ray"
"7enb","x-ray"
"5cud","x-ray"
"2dsq","x-ray"
"2k56","nmr"
"1js8","x-ray"
"5qdk","x-ray"
"2jvg","nmr"
"2aqb","x-ray"
"3gwn","x-ray"
"1fb8","x-ray"
"6lk8","em"
"3lgb","x-ray"
"4b46","x-ray"
"3ckv","x-ray"
"2pts","x-ray"
"2pgn","x-ray"
"2a42","x-ray"
"2adz","nmr"
"3zmp","x-ray"
"4nh3","x-ray"
"6xkq","x-ray"
"2kfh","nmr"
"4oj4","x-ray"
"5q9b","x-ray"
"1hll","nmr"
"6y00","x-ray"
"1rax","nmr"
"5kwi","x-ray"
"5cyh","x-ray"
"6bci","x-ray"
"1pjw","nmr"
"2ydw","x-ray"
"1ms6","x-ray"
"3zc9","x-ray"
"5tb2","em"
"5f29","x-ray"
"2v59","x-ray"
"3nhx","x-ray"
"7tmb","x-ray"
"4an0","x-ray"
"2mjf","nmr"
"3o4h","x-ray"
"5if5","x-ray"
"3v7j","x-ray"
"2xod","x-ray"
"5lud","x-ray"
"5byg","x-ray"
"3et0","x-ray"
"6d7v","x-ray"
"3fss","x-ray"
"4gt8","x-ray"
"5gjv","em"
"2msr","nmr"
"1ukj","x-ray"
"4qk7","x-ray"
"5qc8","x-ray"
"4j41","x-ray"
"2guu","x-ray"
"3hdd","x-ray"
"6b5i","x-ray"
"6kea","x-ray"
"6xwm","x-ray"
"3o6p","x-ray"
"2egw","x-ray"
"6j7g","x-ray"
"2zl3","x-ray"
"7a4t","x-ray"
"5xfd","x-ray"
"5m72","x-ray"
"2xqb","x-ray"
"9gpb","x-ray"
"4if6","x-ray"
"7ry7","x-ray"
"1zm2","x-ray"
"5djp","x-ray"
"3vbf","x-ray"
"6vtf","x-ray"
"1odb","x-ray"
"7las","em"
"2wgn","nmr"
"6gbe","nmr"
"3v08","x-ray"
"6tr1","x-ray"
"6qms","x-ray"
"2r9m","x-ray"
"4y4f","x-ray"
"4lch","x-ray"
"1gtb","x-ray"
"6ihl","x-ray"
"5pr7","x-ray"
"5ntb","x-ray"
"4e8q","x-ray"
"3c3a","x-ray"
"6nq5","x-ray"
"7xlo","x-ray"
"4ra3","x-ray"
"3r07","x-ray"
"3lgd","x-ray"
"4lro","x-ray"
"4m3d","x-ray"
"4orm","x-ray"
"7p8s","x-ray"
"2rb6","x-ray"
"5rya","x-ray"
"1c7p","x-ray"
"6nvm","x-ray"
"1hwo","x-ray"
"6ijp","x-ray"
"7bjk","x-ray"
"4br5","x-ray"
"1k8b","nmr"
"3i0r","x-ray"
"4e2l","x-ray"
"4ga1","x-ray"
"4nn1","x-ray"
"3esk","x-ray"
"5izl","x-ray"
"7u5q","x-ray"
"2onx","x-ray"
"2wp3","x-ray"
"2zyg","x-ray"
"5omr","x-ray"
"2m3p","nmr"
"6rtb","em"
"6dh9","x-ray"
"4ev0","x-ray"
"7s8n","em"
"2j5f","x-ray"
"2uv5","x-ray"
"3un6","x-ray"
"4h0x","x-ray"
"1ouh","x-ray"
"4imo","x-ray"
"7kc0","em"
"2jjp","x-ray"
"1kel","x-ray"
"2ihl","x-ray"
"6f6h","x-ray"
"4h7n","x-ray"
"3vry","x-ray"
"1f6k","x-ray"
"4a0r","x-ray"
"2x6h","x-ray"
"4edt","x-ray"
"7ulh","x-ray"
"7f5v","em"
"1aih","x-ray"
"1xkz","x-ray"
"3h0e","x-ray"
"6zw0","x-ray"
"2uxj","x-ray"
"5mmi","em"
"1iti","nmr"
"1jdr","x-ray"
"6tgj","x-ray"
"1k8i","x-ray"
"3b7o","x-ray"
"3axm","x-ray"
"1xk0","x-ray"
"5t1a","x-ray"
"1crk","x-ray"
"4i68","x-ray"
"5e86","x-ray"
"4wy8","x-ray"
"2fhe","x-ray"
"4iq8","x-ray"
"6bwi","em"
"3odc","x-ray"
"4fmo","x-ray"
"3ckg","x-ray"
"4ij3","x-ray"
"5udy","x-ray"
"3tts","x-ray"
"4mal","x-ray"
"3zgd","x-ray"
"4gyp","x-ray"
"4fof","x-ray"
"2eua","x-ray"
"3c51","x-ray"
"4p9x","x-ray"
"1ry9","x-ray"
"5s5c","x-ray"
"443d","x-ray"
"5lsv","x-ray"
"4d38","x-ray"
"1nji","x-ray"
"2gwh","x-ray"
"3cux","x-ray"
"2w4m","x-ray"
"1mh2","x-ray"
"2cu5","x-ray"
"6xm4","em"
"4whq","x-ray"
"5a32","em"
"2hqy","x-ray"
"6v4t","nmr"
"4p3z","x-ray"
"6vcd","em"
"1qzb","em"
"2wmq","x-ray"
"2h9e","x-ray"
"4c0w","x-ray"
"6lb6","x-ray"
"4n6l","x-ray"
"5e97","x-ray"
"5lat","x-ray"
"6zne","x-ray"
"5yne","x-ray"
"4e5q","x-ray"
"238d","x-ray"
"3cbo","x-ray"
"5h3u","x-ray"
"2mx7","nmr"
"6cvk","x-ray"
"1zh0","x-ray"
"5f3m","x-ray"
"5y2y","x-ray"
"1i3a","x-ray"
"2ban","x-ray"
"2xwi","x-ray"
"6jef","x-ray"
"2x8q","em"
"6ff2","x-ray"
"6spn","x-ray"
"5ece","x-ray"
"7rdl","x-ray"
"7vjq","x-ray"
"4p47","x-ray"
"5h04","x-ray"
"3co4","x-ray"
"7c69","x-ray"
"7lvp","x-ray"
"1r7e","nmr"
"1n8k","x-ray"
"1ifr","x-ray"
"4jtl","x-ray"
"4aml","x-ray"
"5wmk","x-ray"
"2k4i","nmr"
"6a3z","nmr"
"6j2u","x-ray"
"6f4z","nmr"
"2lwv","nmr"
"6jpd","nmr"
"4uwy","x-ray"
"5go9","em"
"6keq","x-ray"
"2ojy","x-ray"
"3rzh","x-ray"
"4y4s","x-ray"
"3ao4","x-ray"
"1ewj","x-ray"
"1xzi","x-ray"
"5byl","x-ray"
"1qa0","x-ray"
"3hv5","x-ray"
"3c45","x-ray"
"3wkf","x-ray"
"5sas","x-ray"
"2y73","x-ray"
"3v1e","x-ray"
"4jvz","x-ray"
"1bg3","x-ray"
"7kx8","x-ray"
"2wuv","x-ray"
"5ki8","x-ray"
"1ntp","other"
"3cdx","x-ray"
"2p1f","x-ray"
"6jr3","em"
"4h5b","x-ray"
"6m3t","x-ray"
"1jho","x-ray"
"1wql","x-ray"
"2ohc","x-ray"
"6mx2","x-ray"
"5lnl","x-ray"
"1nqt","x-ray"
"1c1c","x-ray"
"4zmh","x-ray"
"5fwu","x-ray"
"5i4x","x-ray"
"6ati","x-ray"
"1xvq","x-ray"
"5b0e","x-ray"
"6psk","x-ray"
"3ezf","x-ray"
"1jbf","nmr"
"4bmt","x-ray"
"6q4t","x-ray"
"1o90","x-ray"
"7k8a","em"
"5a40","x-ray"
"2c38","x-ray"
"3imn","x-ray"
"1z6s","x-ray"
"7qjf","nmr"
"7ok2","x-ray"
"1xle","x-ray"
"4u9s","x-ray"
"3a5t","x-ray"
"2mw9","nmr"
"6qje","x-ray"
"4o6n","x-ray"
"5szg","x-ray"
"6kk1","x-ray"
"3s6t","x-ray"
"3sx8","x-ray"
"3dod","x-ray"
"4j64","x-ray"
"7ex1","x-ray"
"4cng","x-ray"
"7dc0","x-ray"
"1o2p","x-ray"
"1sk7","x-ray"
"2eam","nmr"
"3fsg","x-ray"
"6udx","x-ray"
"5wju","em"
"3krw","x-ray"
"5d3q","x-ray"
"2kvm","nmr"
"1w0h","x-ray"
"6bb9","x-ray"
"3ej6","x-ray"
"4l5s","x-ray"
"6t3v","x-ray"
"2ptr","x-ray"
"7keb","em"
"6thz","x-ray"
"4ps8","x-ray"
"3vg8","x-ray"
"6mxu","x-ray"
"3rv4","x-ray"
"4ajb","x-ray"
"1bud","x-ray"
"7oac","x-ray"
"5laf","x-ray"
"6dew","x-ray"
"1bta","nmr"
"4qu8","x-ray"
"2ana","x-ray"
"4ej4","x-ray"
"1c82","x-ray"
"1oma","nmr"
"5y2c","x-ray"
"7o4q","x-ray"
"4hdt","x-ray"
"7b4i","x-ray"
"5qno","x-ray"
"4x2p","x-ray"
"1fcg","x-ray"
"7dxw","x-ray"
"3o6v","x-ray"
"5jkd","x-ray"
"4nk5","x-ray"
"6b47","em"
"2w3f","x-ray"
"2wza","x-ray"
"3iuc","x-ray"
"5k8f","x-ray"
"2fxk","x-ray"
"2qnw","x-ray"
"5vvx","x-ray"
"5u27","x-ray"
"2hna","nmr"
"4o8s","x-ray"
"4wl6","x-ray"
"2igx","x-ray"
"3hhf","x-ray"
"6n77","x-ray"
"3bvm","x-ray"
"5or5","nmr"
"6p0c","x-ray"
"6w2y","em"
"2ntd","x-ray"
"1ba1","x-ray"
"6w69","x-ray"
"1ofs","x-ray"
"2qrv","x-ray"
"6hhu","x-ray"
"4dy8","x-ray"
"7plp","x-ray"
"1jrb","x-ray"
"1fd0","x-ray"
"5sxd","x-ray"
"2lye","nmr"
"4isw","x-ray"
"2pr6","x-ray"
"3qjd","x-ray"
"3cuy","x-ray"
"5hu3","x-ray"
"6rs5","x-ray"
"3mf6","x-ray"
"6u9n","x-ray"
"3reu","x-ray"
"3sm4","x-ray"
"3l6h","x-ray"
"2mr5","nmr"
"5pis","x-ray"
"7tet","em"
"4mc1","x-ray"
"7kpk","x-ray"
"4c2e","x-ray"
"7kr2","em"
"1qn7","x-ray"
"5yu0","x-ray"
"1dfd","nmr"
"3bs1","x-ray"
"1jw8","x-ray"
"4gew","x-ray"
"3nje","x-ray"
"4v56","x-ray"
"7d6b","x-ray"
"3mbe","x-ray"
"3oj3","x-ray"
"4lza","x-ray"
"1tn4","x-ray"
"1v30","x-ray"
"3cj3","x-ray"
"5gwp","x-ray"
"6dp1","x-ray"
"1lpb","x-ray"
"5mpj","x-ray"
"6y82","x-ray"
"6y78","x-ray"
"6evn","x-ray"
"6w6g","em"
"5brm","x-ray"
"3nvk","x-ray"
"6o4u","x-ray"
"3h1p","x-ray"
"7dxx","x-ray"
"7o4i","em"
"5v32","x-ray"
"2fpu","x-ray"
"1ko1","x-ray"
"6lqv","em"
"1f6n","x-ray"
"1c4b","nmr"
"6jzu","x-ray"
"3ffb","x-ray"
"2eym","x-ray"
"6pf3","x-ray"
"7br4","x-ray"
"5qnz","x-ray"
"5p1c","x-ray"
"2i14","x-ray"
"2hhl","x-ray"
"6pda","x-ray"
"3ba9","x-ray"
"2htv","x-ray"
"6xcf","x-ray"
"4ucr","x-ray"
"6xex","x-ray"
"3vln","x-ray"
"2rbc","x-ray"
"3nzm","x-ray"
"5tyj","x-ray"
"1f1h","x-ray"
"5ci4","x-ray"
"7sgw","x-ray"
"7ew2","em"
"5y9j","x-ray"
"3npc","x-ray"
"6fpp","x-ray"
"4cnh","x-ray"
"5dzk","x-ray"
"4h5c","x-ray"
"5u6u","x-ray"
"6m84","x-ray"
"3vw0","x-ray"
"1te1","x-ray"
"5wcq","x-ray"
"5jp7","x-ray"
"5pu4","x-ray"
"7ogb","x-ray"
"6y5f","x-ray"
"3cst","x-ray"
"5nqd","x-ray"
"2f8d","x-ray"
"2inw","x-ray"
"2lzt","x-ray"
"3klr","x-ray"
"1vcu","x-ray"
"1y3w","x-ray"
"4fuh","x-ray"
"3fum","x-ray"
"5wxn","x-ray"
"1pb5","nmr"
"1fj2","x-ray"
"1uij","x-ray"
"1tfq","nmr"
"2e0p","x-ray"
"7cmo","x-ray"
"3k0p","x-ray"
"7nrt","em"
"4v3v","x-ray"
"5rev","x-ray"
"4l12","x-ray"
"3pw7","x-ray"
"2jrd","nmr"
"6ddg","em"
"3f85","x-ray"
"3cuu","x-ray"
"5al0","x-ray"
"2fzz","x-ray"
"6kjk","x-ray"
"5tjn","x-ray"
"5pg7","x-ray"
"4pan","x-ray"
"2r7o","x-ray"
"3j0l","em"
"4twh","x-ray"
"5v8e","x-ray"
"1fga","x-ray"
"5erm","x-ray"
"6bxd","x-ray"
"5gzt","x-ray"
"4mtk","x-ray"
"1zxl","x-ray"
"6ylr","x-ray"
"4xih","x-ray"
"7byk","x-ray"
"5iz6","x-ray"
"3med","x-ray"
"6b08","x-ray"
"5swp","x-ray"
"5uue","x-ray"
"7aw2","x-ray"
"2rgx","x-ray"
"5c22","x-ray"
"6zej","x-ray"
"1uir","x-ray"
"6rfl","em"
"3pki","x-ray"
"3la1","x-ray"
"4e0b","x-ray"
"1g9e","nmr"
"3o4q","x-ray"
"3liw","x-ray"
"5dkr","x-ray"
"1iuw","x-ray"
"5gxu","x-ray"
"1tvo","x-ray"
"2egm","nmr"
"6e84","x-ray"
"7zzt","x-ray"
"7jkx","x-ray"
"7le0","x-ray"
"7c31","x-ray"
"4mlb","x-ray"
"1fml","x-ray"
"4nv0","x-ray"
"5l8l","x-ray"
"7l74","x-ray"
"2put","x-ray"
"6yn2","x-ray"
"7si3","em"
"6fg4","x-ray"
"2wb0","x-ray"
"5c91","x-ray"
"5img","x-ray"
"2j9d","x-ray"
"2rpa","nmr"
"3dwn","x-ray"
"3j1a","em"
"5zap","em"
"6mnr","x-ray"
"1tcf","x-ray"
"6ney","x-ray"
"6yme","x-ray"
"1z9n","x-ray"
"6cp4","x-ray"
"2x7w","x-ray"
"6mn2","x-ray"
"3qf7","x-ray"
"1wv8","x-ray"
"6j2g","x-ray"
"2bag","x-ray"
"2axr","x-ray"
"6yyz","x-ray"
"7dne","x-ray"
"6bdn","x-ray"
"3dy3","x-ray"
"3v7t","x-ray"
"1ep0","x-ray"
"1dpp","x-ray"
"3tpm","x-ray"
"5tbk","x-ray"
"3r2r","x-ray"
